model,title,price,rating,reviews
ipad,"Apple iPad Air 3rd Gen 10.5"" 64GB  Gold (WiFi Hurry Great Deal","3,571,428.57 VND,5,500,000.00 VND",,
ipad,"Apple iPad Air 2 (A1566) 9.7"" 128GB (WiFi Only) Space Gray.  Excellent Condtion","2,261,666.67 VND",,
ipad,"Apple iPad Pro 32/128/256GB, Wi-Fi or 4G - 9.7in-VARIOUS COLOURS, Excellent","4,503,806.88 VND,5,104,354.50 VND",,
ipad,"Apple iPad 9th Gen. 64GB, Wi-Fi, 10.2 in - Silver- OPEN BOX IN WRAPPERS!!","6,166,666.67 VND",,
ipad,"Apple iPad Pro 3rd Gen 256GB, Wi-Fi, 11 in - Space Gray ⚠️READ DESCRIPTION⚠️","11,071,428.57 VND",5.0 out of 5 stars.,18 product ratings
ipad,"NEW OVERSTOCK - Apple iPad 9th Gen 256GB Wi-Fi, 10.2"" - Space Gray - MK2N3LLA","8,333,095.24 VND",5.0 out of 5 stars.,59 product ratings
ipad,"Apple iPad 10th Gen. 256GB, Wi-Fi, 10.9in - Blue Apple Warranty RL6030","9,523,809.52 VND",5.0 out of 5 stars.,2 product ratings
ipad,"Apple iPad Air 2 64GB, Wi-Fi, 9.7in - Silver MDM Bypassed","714,285.71 VND",,
ipad,Apple iPad Mini 1st Gen A1454 Wi-Fi 16GB Black Model MD534LL/A AT&T,"595,000.00 VND",,
ipad,Apple iPad Mini 6th Generation 64GB WiFi + Cellular Clean IMEI Unlocked Touch ID,"7,261,904.76 VND",,
ipad,"Apple iPad Air 2 16/32/64/128GB, Wi-Fi or 4G, 9.7in, All Colours, GOOD USED","2,702,164.02 VND,4,503,806.88 VND",4.5 out of 5 stars.,120 product ratings
ipad,"Apple iPad 6th 9.7"" 2018 Wifi or Unlocked - 32GB 128GB - Gray Silver Gold ","3,567,857.14 VND,4,520,238.10 VND",,
ipad,Apple iPad Pro 11-inch 4th Generation (2022) 256GB Wi-Fi - Space Gray,"19,500,000.00 VND",,
ipad,Brand New Sealed Apple 10.2-Inch iPad 9th Generation with Wi-Fi  64GB 256GB,"7,119,047.62 VND",5.0 out of 5 stars.,128 product ratings
ipad,APPLE iPad Pro 5th Gen (A2379 - MHNR3LL/A) 12.9 / 128GB / Wi-Fi & 5G Unlocked ,"14,333,333.33 VND",4.5 out of 5 stars.,11 product ratings
ipad,"Apple iPad Pro 3rd Gen. 256GB, Wi-Fi, 12.9 in - Space Gray - SCREEN CRACKED #35","5,951,666.67 VND",5.0 out of 5 stars.,106 product ratings
ipad,Apple iPad 3 16GB Wi-Fi Cellular 4G LTE,"202,380.95 VND",5.0 out of 5 stars.,5 product ratings
ipad,Apple iPad 6th Gen (Wi-Fi + Cellular) 9.7-Inch MR6R2LL/A 32GB Space Gray - ICL,"571,428.57 VND",,
ipad,"Apple iPad Pro 5th Gen 256GB, Wi-Fi + 5G 12.9 in - Space Grey","15,313,964.29 VND",5.0 out of 5 stars.,9 product ratings
ipad,"Apple iPad mini 4 128GB, Wi-Fi + Cellular Unlocked, 7.9in - Gold - needs battery","1,738,095.24 VND",5.0 out of 5 stars.,5 product ratings
ipad,Apple iPad mini 1489  16GB Wi-Fi - Space Gray,"690,476.19 VND",,
ipad,"Apple iPad Pro 3rd Gen. 64GB, Wi-Fi, 12.9 in - Space Gray Grade C","9,285,714.29 VND",4.5 out of 5 stars.,59 product ratings
ipad,Apple iPad Mini 2nd Gen 7.9in - 16GB 32GB 64GB - Wi-Fi or cellular (unlocked),"1,663,095.24 VND,2,139,285.71 VND",4.5 out of 5 stars.,60 product ratings
ipad,"Apple iPad Pro 12.9 5th Gen M1 128GB Wi-Fi + 5G Gray Unlocked, Cracked","10,236,904.76 VND",4.5 out of 5 stars.,12 product ratings
ipad,Apple iPad Mini 5th Generation 64GB Wi-Fi +4G Unlocked FAULTY SOFTWARE ISSUE 804,300.29 VND,5.0 out of 5 stars.,15 product ratings
ipad,"Apple iPad Air 5th Gen. 64GB, Wi-Fi, 10.9in - Blue","4,285,714.29 VND",4.5 out of 5 stars.,10 product ratings
ipad,"Apple iPad Air 1 9.7"" 16GB 32GB 64GB 128GB Gray Silver (WiFi / Cellular) - Good","1,485,476.19 VND,2,971,190.48 VND",4.5 out of 5 stars.,206 product ratings
ipad,"Apple iPad mini 4 64GB, Wi-Fi + Cellular (Unlocked), 7.9in - Silver","2,738,095.24 VND",4.5 out of 5 stars.,3 product ratings
ipad,Apple iPad Air (3rd Generation) 256GB Wi-Fi 10.5in - Gold BRAND NEW,"10,809,556.88 VND",5.0 out of 5 stars.,7 product ratings
ipad,"Apple iPad 4th Gen 16GB, Wi-Fi  9.7in Black Fast Ship A1458","357,142.86 VND",,
ipad,"iPad 6th Generation, A1954, 32GB, wifi/cellular","2,357,142.86 VND",,
ipad,"Apple iPad Pro 6th Gen. 1TB, Wi-Fi + 5G (Unlocked), 12.9in - Space Gray","26,785,714.29 VND",,
ipad,Apple iPad mini 4 A1550 64GB Wi-Fi + Cellular Unlocked 7.9in Space Gray,"2,357,142.86 VND",4.5 out of 5 stars.,3 product ratings
ipad,"Apple iPad Pro 9.7"" 32GB, Wi-Fi + 4G (T-Mobile) - Space Gray in Great Condition","1,666,428.57 VND,2,833,095.24 VND",,
ipad,"APPLE iPad MINI 6th Gen. 64GB, Wi-Fi, 8.3"" - SPACE GRAY","11,808,875.00 VND",,
ipad,"Apple iPad Air 2 9.7"" 16GB 32GB 64GB 128GB All Colors WiFi Cellular Used","2,104,523.81 VND,2,971,190.48 VND",,
ipad,"Apple iPad Air 2 32GB, Wi-Fi, 9.7in - Space Gray","1,904,761.90 VND",4.5 out of 5 stars.,172 product ratings
ipad,"Apple iPad Air 4th Gen. 64GB, Wi-Fi, 10.9 in - Sky Blue DOESN'T TURN ON #09","4,475,000.00 VND",5.0 out of 5 stars.,65 product ratings
ipad,"2017 Apple iPad (9.7 -inch, Wi-Fi + Cellular, 32GB)- Silver (Renewed","1,547,619.05 VND",4.5 out of 5 stars.,45 product ratings
ipad,"Apple 2022 iPad Air (10.9-inch, Wi-Fi + Cellular, 256GB) - Starlight (5th Gen)","2,261,904.76 VND",,
ipad,"Apple iPad Air 4th Gen. 256GB, Wi-Fi, 10.9 in - Sky Blue","4,761,904.76 VND",5.0 out of 5 stars.,20 product ratings
ipad,Apple iPad 10th Generation 64GB Wi-Fi 10.9in - Blue - A2696 - 2022 Model!,"9,047,380.95 VND",4.5 out of 5 stars.,8 product ratings
ipad,Apple iPad Air 2 9.7-inches Wi-Fi 128GB WiFi Only Space Gray MGTX2LL/A NewSealed,"6,404,761.90 VND",5.0 out of 5 stars.,259 product ratings
ipad,"Apple iPad Mini 6th Gen A2567 8.3"" 64GB Wi-Fi *No Power* | AP532","3,452,142.86 VND",,
ipad,"NEW SEALED - Apple iPad mini 6th Gen. 64GB, Wi-Fi 8.3 in - Space Gray MK7M3LL/A","7,261,904.76 VND",5.0 out of 5 stars.,23 product ratings
ipad,"Apple iPad Pro 3rd Gen 128GB, Wi-Fi, 11 in - Space Gray - SMASHED - SHATTERED 37","6,904,047.62 VND",5.0 out of 5 stars.,21 product ratings
ipad,"Apple iPad Pro 11"" 3rd Gen - WiFi Only - 128GB - All Colors -","15,452,380.95 VND",,
ipad,Apple iPad Air 2 A1567 (WiFi + Cellular Unlocked) 64GB Silver (Excellent),"3,333,333.33 VND",,
ipad,Apple iPad Mini 4 - 128GB - Gold (Wifi) (Read Description) CG1089,"297,619.05 VND",5.0 out of 5 stars.,251 product ratings
ipad,"Apple iPad Pro 2nd Gen A2068,512GB, Wi-Fi + 4G , 11"", Gray :IM333","8,071,428.57 VND",5.0 out of 5 stars.,3 product ratings
ipad,"Apple iPad 10.2-inch 9th Gen. 256GB, Wi-Fi, Silver (MK2P3LL/A) **SEE PHOTOS**","7,142,619.05 VND",5.0 out of 5 stars.,25 product ratings
ipad,"Quantity 6: Apple iPad 8th Gen. 32GB, Wi-Fi, A2270, 10.2 in - IC LOCKED","952,380.95 VND,10,000,000.00 VND",4.5 out of 5 stars.,16 product ratings
ipad,"APPLE IPAD 8TH GEN 10.2"" A2270 32GB SPACE GRAY WI-FI RETINA","4,500,000.00 VND",,
ipad,"Apple iPad Air 4th Gen Wi-Fi, 10.9in - 64GB - Gray Silver Gold Green Sky Blue","9,282,142.86 VND",5.0 out of 5 stars.,65 product ratings
ipad,"Apple iPad 5 (5th Gen) 32GB Wi-Fi 9.7"" Space Gray Silver Gold (2017) - Used","2,856,428.57 VND",,
ipad,VERY GOOD -Apple iPad Pro 12.9 (2nd Gen) SILVER 256GB Wi-Fi- ACCESSORY BUNDLE!!!,"8,806,428.57 VND",5.0 out of 5 stars.,149 product ratings
ipad,"Apple iPad 5th Gen, Wi-Fi, 9.7in - 32GB 128GB - Gray Silver Gold - BUNDLE","2,615,476.19 VND,3,329,761.90 VND",,
ipad,Shop on eBay,$20.00,,
ipad,"Apple iPad 5th Gen, Wi-Fi, 9.7in - 32GB 128GB - Gray Silver Gold - BUNDLE","2,615,476.19 VND,3,329,761.90 VND",,
ipad,Apple iPad 7 (7th Gen) - (2019 Model) - 32GB - 128GB - Wi-Fi - Cellular - Good,"4,738,095.24 VND",,
ipad,"Apple iPad 7 7th Gen 10.2"" 32GB 128GB Gray Gold Silver WiFi or Cellular - Used","4,209,285.71 VND",,
ipad,"Apple iPad Pro 3 (2021) 11"" 128GB Silver Tablet (WiFi + Cellular) - Acceptable","13,331,666.67 VND",5.0 out of 5 stars.,2 product ratings
ipad,"Apple iPad 10.2-inch 9th Gen. 256GB, Wi-Fi, Silver (MK2P3LL/A) **SEE PHOTOS**","7,142,619.05 VND",5.0 out of 5 stars.,25 product ratings
ipad,"iPad 6th Generation, A1954, 32GB, wifi/cellular","2,357,142.86 VND",,
ipad,"Apple iPad 4th Gen 16GB, Wi-Fi  9.7in Black Fast Ship A1458","357,142.86 VND",,
ipad,"Apple iPad Air 4th Gen Wi-Fi, 10.9in - 64GB - Gray Silver Gold Green Sky Blue","9,282,142.86 VND",5.0 out of 5 stars.,65 product ratings
ipad,"Apple iPad Pro 3rd Gen. 256GB, Wi-Fi, 12.9 in - Space Gray","1,428,333.33 VND",5.0 out of 5 stars.,106 product ratings
ipad,"Apple iPad 5 (5th Gen) 32GB Wi-Fi 9.7"" Space Gray Silver Gold (2017) - Used","2,856,428.57 VND",,
ipad,"Apple iPad 9th Gen. 64GB, Wi-Fi, 10.2 in - Working With Messed Up LED Screen","1,785,714.29 VND,3,571,428.57 VND",5.0 out of 5 stars.,54 product ratings
ipad,LOT of (4) Apple iPad 4th Gen WiFi 16GB Screen Grade Good Mix TESTED WORKING,"475,952.38 VND",,
ipad,Apple iPad  32GB Space Gray A1489,"1,190,476.19 VND",,
ipad,"Apple iPad 8th 10.2"" Wifi or Cellular Unlocked - 32GB 128GB - Gray Silver Gold","5,234,523.81 VND,7,139,285.71 VND",5.0 out of 5 stars.,87 product ratings
ipad,"Apple iPad Air 1 9.7"" 16GB 32GB 64GB 128GB Gray Silver WiFi/Cellular - Very Good","1,733,095.24 VND,2,971,190.48 VND",,
ipad,"Apple iPad mini 6th Gen. 64GB, Wi-Fi, 8.3 in - Space Gray","8,333,095.24 VND",5.0 out of 5 stars.,23 product ratings
ipad,"APPLE IPAD 8TH GEN 10.2"" A2270 32GB SPACE GRAY WI-FI RETINA","4,500,000.00 VND",,
ipad,Apple iPad (10th Generation) (A2696) 64GB (Wi-Fi Only) - CRACKED SCREEN - K3765,"6,452,142.86 VND",,
ipad,"Apple iPad Air 4th Gen. 64GB, Wi-Fi, 10.9 in - Rose Gold iCloud free nice","5,142,857.14 VND",5.0 out of 5 stars.,11 product ratings
ipad,"Apple iPad Pro 3rd Gen A2301,128GB,Wi-Fi+ 5G,11"",Silver :IM339","9,023,809.52 VND",5.0 out of 5 stars.,2 product ratings
ipad,Apple iPad Pro 12.9Inch 3rd Gen 64GB 256GB 512GB 1TB WiFi Cellular Very Good,"14,172,923.81 VND,17,866,291.67 VND",,
ipad,Apple iPad Air 2 16GB Wi-Fi 9.7in Space Grey FAULTY CHARGE PORT 854,"345,314.88 VND",4.5 out of 5 stars.,190 product ratings
ipad,Unlocked Apple iPad Air 2 64GB Wi-Fi + Cellular 9.7in silver with extras,"1,404,761.90 VND",,
ipad,"Apple iPad Pro 2nd Gen. 12.9 in, Crack Screen ( Parts Only) Bundled + Keyboard ","1,642,857.14 VND",,
ipad,"Apple iPad Air (3rd Generation) 256GB, Wi-Fi, 10.5in - Space Gray (SEE DESC)","3,333,333.33 VND,5,000,000.00 VND",5.0 out of 5 stars.,49 product ratings
ipad,"Apple iPad 10th Generation 10.9"" 256GB Blue WiFi Tablet MPQ93LL/A","12,476,190.48 VND",5.0 out of 5 stars.,2 product ratings
ipad,"Apple IPad Pro 4th Gen A2069, Wi-Fi +4G, 1TB, 12.9"",Gray :IM329","10,214,285.71 VND",,
ipad,Apple iPad (9th generation) Model A2602 DAMAGED / SOLD AS IS,"226,190.48 VND",,
ipad,"Apple iPad Air 2nd 16 32 64 128GB, WiFi or Cellular Unlocked, Gray Silver Gold","2,139,285.71 VND,3,329,761.90 VND",4.5 out of 5 stars.,296 product ratings
ipad,"Apple iPad 6th Gen 9.7"" 32GB 128GB Silver Gold Gray WiFi or Cellular - Excellent","4,209,285.71 VND",,
ipad,"Apple iPad Air 2 9.7"" 16GB 32GB 64GB 128GB All Colors WiFi + Cellular - Good","2,847,380.95 VND,4,085,476.19 VND",,
ipad,"Apple iPad Air 3rd Gen 64GB, Wi-Fi + 4G (Unlocked) 10.5in Space Gray - Excellent","5,690,238.10 VND",4.5 out of 5 stars.,16 product ratings
ipad,"Apple iPad Pro 1st Gen. 64GB, Wi-Fi, 11 in - Space Gray","23,571.43 VND",5.0 out of 5 stars.,107 product ratings
ipad,Apple iPad Air 2 A1566 (WiFi) 16GB Space Gray (Excellent),"2,857,142.86 VND",5.0 out of 5 stars.,402 product ratings
ipad,Apple iPad 10.2in (9th Generation) WiFi Only 64GB - All Colors - Excellent,"6,833,333.33 VND",,
ipad,Apple iPad 4.Gen 16GB 9.7-Inch Wifi A1458 MD510B/A,"506,094.64 VND",,
ipad,Apple iPad Air 1st Generation 16GB Wi-Fi 9.7in Grey FAULTY SOFTWARE ISSUE 627,"66,060.24 VND",5.0 out of 5 stars.,598 product ratings
ipad,Apple iPad Pro 11 Inch 3rd - 256GB - Silver (Unlocked) (Read Description) CG1091,"7,166,666.67 VND",5.0 out of 5 stars.,8 product ratings
ipad,"Apple iPad Pro 9.7"" 32GB 128GB 256GB Gray Silver Gold WiFi / Cellular- Very Good","4,085,476.19 VND,4,952,142.86 VND",4.5 out of 5 stars.,104 product ratings
ipad,"Apple iPad Air 3rd Gen 10.5"" 64GB 256GB Gray Silver WiFi or Cellular - Very Good","5,571,190.48 VND,8,666,428.57 VND",,
ipad,"Apple iPad Pro 1st Gen. Verizon, 64GB, Wi-Fi, 11 in - Silver","23,571.43 VND",,
ipad,Apple iPad 9th Gen (2021) 10.2 64GB 256GB WiFi or WiFi + LTE Unlocked - C,"6,166,666.67 VND",,
ipad,"Apple iPad 9th Gen. 64GB, Wi-Fi, 10.2 in Display, A13 Bionic Chip - New Unopened","5,154,761.90 VND",,
ipad,Apple iPad 6th Generation / Space Gray / 32 GB / 9.7”/ GENTLY USED,"880,952.38 VND",,
ipad,"Apple iPad 6th Gen 2018 9.7"" Retina Display 32GB WIFI ONLY Grey A Grad Apple Box","5,404,628.31 VND",5.0 out of 5 stars.,211 product ratings
ipad,"Apple iPad 5th Gen A1823,32GB,Wi-Fi+ Cellular,9.7"",Silver,Back Light :IM296","1,404,761.90 VND",4.5 out of 5 stars.,45 product ratings
ipad,"Quantity 6: Apple iPad, 8th Generation, 32-128GB, A2428, IC LOCKED","952,380.95 VND,11,428,571.43 VND",,
ipad,,"3,214,285.71 VND",5.0 out of 5 stars.,677 product ratings
ipad,ipad air 2 64gb wifi 9.7inch bundle case and original box (read description),"1,190,476.19 VND",,
ipad,"Apple iPad (6th Gen) MR7F2LL/A 9.7"" 32GB, Space Gray DOESN'T TURN ON #44","1,285,000.00 VND",,
ipad,Brand NEW Apple iPad 10.2in (9th Gen) WiFi Only 64GB w/ Logitech KB Case Bundle,"7,380,952.38 VND",,
ipad,Apple iPad 9th Gen 256GB - Space Gray - Wi-Fi - Power Button Stuck And Dented.,"4,975,952.38 VND",,
ipad,"Apple iPad 2 2nd Generation 16GB Wi-Fi 9.7"" FREE BUNDLE & SHIPPING","595,000.00 VND",,
ipad,"Apple iPad Pro 11 (3rd Gen) A2301, *Please Read Description*","250,000.00 VND",,
ipad,"Apple iPad mini 4 16GB, Wi-Fi + 4g LTE, 7.9in - Gold - Works Great","2,380,714.29 VND",,
ipad,"Apple iPad 4th Gen. 16GB, Wi-Fi, 9.7in - Used in excellent condition iOS 10.3.3","1,071,190.48 VND,1,547,619.05 VND",,
ipad,Apple iPad 6th Gen 32GB Space Gray Wi-Fi MR7F2LL/A,"2,357,142.86 VND,4,166,666.67 VND",,
ipad,"Apple iPad Pro 5th Gen A2379,128GB, Wi-Fi + 5G, 12.9"",Space Gray :IM300","13,071,428.57 VND",5.0 out of 5 stars.,7 product ratings
ipad,"Apple iPad 8. Gen 128GB, Wi-Fi, 10.2-Inch - Space Gray Super Condition","10,381,428.57 VND",,
ipad,Apple iPad Pro 12.9-inch 6th Generation (2022) 256GB Wi-Fi - Space Gray,"23,309,523.81 VND",5.0 out of 5 stars.,2 product ratings
model,title,price,rating,reviews
ipad,Shop on eBay,$20.00,,
ipad,Apple iPad Pro 1st Gen 32gb Rose Gold A1673 9.7in (WIFI) mm172ll/a Excellent,"2,975,952.38 VND",5.0 out of 5 stars.,131 product ratings
ipad,Apple iPad Air 2 9.7in Tablet Choose Color 16GB 32GB 64GB 128GB *Grade B*,"2,261,666.67 VND,3,571,190.48 VND",5.0 out of 5 stars.,259 product ratings
ipad,Apple iPad 5th Gen. 9.7in. Tablet 32gb-128gb  Silver-Gray-Gold  *Grade B*,"2,975,952.38 VND,3,333,095.24 VND",,
ipad,iPad Air 2,"1,428,333.33 VND",,
ipad,"2021 Apple iPad 9th Gen 64/256GB WiFi 10.2""","7,119,047.62 VND,11,309,523.81 VND",5.0 out of 5 stars.,54 product ratings
ipad,"Apple iPad Mini 2 2nd Gen 16GB Wi-Fi 7.9"" Space Gray A1489 Tested Good Condition","951,190.48 VND",,
ipad,"Apple iPad Pro 1st 10.5"" 256GB - A1709 - Space Gray Wi-Fi + Cellular 4G Unlocked","4,285,476.19 VND",4.5 out of 5 stars.,81 product ratings
ipad,"Apple iPad Pro 3 (2018) 12.9"" 256GB Space Gray (WiFi + Cellular) - Good","10,904,523.81 VND",4.5 out of 5 stars.,69 product ratings
ipad,"Apple iPad Pro 3rd Gen. 256GB, Wi-Fi +Cellular 12.9 in - Space Gray","11,309,285.71 VND",,
ipad,"Apple iPad 6th Gen 9.7"" 32GB 128GB Silver Gray WiFi or Cellular Unlocked Good","3,214,285.71 VND,3,961,666.67 VND",,
ipad,"Apple iPad Air 2nd Gen. 16GB, Wi-Fi, 9.7in - Space Gray - Bundle - Daily Deal","1,901,190.48 VND",5.0 out of 5 stars.,402 product ratings
ipad,Apple iPad 6th Gen A1954 (WiFi + Cellular Unlocked) 32GB Space Gray (Excellent),"4,047,619.05 VND",4.5 out of 5 stars.,109 product ratings
ipad,Brand New Apple iPad 9th Gen 2021 10.2 in 64GB WiFi Space Gray Silver Colours,"8,647,885.71 VND",,
ipad,"Apple iPad 6th Generation MR7F2LL/A  A1893 - 32GB - Wi-Fi, 9.7in  Space Gray","3,095,000.00 VND",5.0 out of 5 stars.,677 product ratings
ipad,Apple iPad 6 (6th Gen) - (2018 Model) - 32GB & 128GB - Wi-Fi ONLY (VERY GOOD),"3,309,523.81 VND",,
ipad,,"3,547,619.05 VND,4,500,000.00 VND",5.0 out of 5 stars.,224 product ratings
ipad,Apple iPad 10.9-inch 10th Generation (2022) 64GB Blue Wi-Fi A2696,"9,500,000.00 VND",4.5 out of 5 stars.,8 product ratings
ipad,"Apple iPad 6th Generation MR7F2LL/A A1893 32GB Wi-Fi, 9.7in  Space Gray *Scratch","2,261,666.67 VND",5.0 out of 5 stars.,677 product ratings
ipad,"Apple iPad 5th Gen (2017) 9.7"" A1823 (WiFi + Unlocked) 32GB Space Gray","3,690,476.19 VND",4.5 out of 5 stars.,118 product ratings
ipad,Apple iPad 8th Gen WiFi 10.2in - 32GB 128GB - Gray Silver Gold - Bundle,"4,758,333.33 VND,6,186,904.76 VND",,
ipad,"Apple iPad 6th Gen. 32GB, Wi-Fi, 9.7 in - GOLD - Bundle - Daily Deal","3,091,666.67 VND",,
ipad,"2022 Apple iPad 10th Gen 64/256GB WiFi 10.9"" latest model","10,928,571.43 VND,15,214,285.71 VND",,
ipad,"Apple iPad Air 3 Wi-Fi, 10.5in - 64GB 256GB - Gray Silver - Bundle - Daily Deal","4,282,142.86 VND,5,357,142.86 VND",,
ipad,Apple iPad Air 4 - 64GB - Gray (Wifi) (Read Description) CC1179,"6,071,428.57 VND",5.0 out of 5 stars.,59 product ratings
ipad,Brand New Apple iPad 9th Gen 2021 10.2 in 64GB WiFi Space Gray Silver,"9,006,712.90 VND",,
ipad,"Apple iPad 6 (6th Generation) 9.7"" Space Gray - (2018 Model) - 32GB - Wi-Fi","2,975,952.38 VND",5.0 out of 5 stars.,677 product ratings
ipad,"Apple iPad Pro 3rd Gen. 64GB, Wi-Fi, 12.9 in - Space Gray Grade C","9,285,714.29 VND",4.5 out of 5 stars.,59 product ratings
ipad,"Apple iPad Pro 32/128/256GB, Wi-Fi or 4G - 9.7in-VARIOUS COLOURS, Good Used","4,353,669.98 VND,4,954,217.60 VND",,
ipad,Apple iPad 5th Gen - Good – Refurbished - All Capacities & Colours - Unlocked,"3,251,665.10 VND,3,798,163.43 VND",,
ipad,"Apple iPad Air 2 64GB, Wi-Fi + Cellular 4G Unlocked, 9.7in Space Grey","3,127,379.76 VND",,
ipad,"Apple iPad (5th Generation) 32GB, Wi-Fi, 9.7n - Space Gray Good Condition","2,190,476.19 VND",,
ipad,Apple iPad 3rd Gen. 16/32/64G Wi-Fi + Cellular (Unlocked) 9.7in - ALL COLORS,"1,071,190.48 VND,1,309,285.71 VND",,
ipad,"Apple iPad mini 6th Gen. 64GB, Wi-Fi, 8.3 in - Space Gray","8,333,095.24 VND",5.0 out of 5 stars.,23 product ratings
ipad,"Apple iPad Air 2 64GB 9.7"" - Space Gray Tablet MGKL2LL/A (Grade B)","2,214,047.62 VND",,
ipad,"Apple iPad 5th Gen 9.7"" 32GB 128GB Gray Gold Silver WiFi or Cellular- Acceptable","2,475,952.38 VND,4,209,285.71 VND",,
ipad,Apple iPad 10.9-inch 10th Generation (2022) 64GB Silver Wi-Fi A2696,"9,500,000.00 VND",5.0 out of 5 stars.,3 product ratings
ipad,"Apple iPad 10.2-inch 9th Gen. 256GB, Wi-Fi, Space Gray","9,023,809.52 VND",5.0 out of 5 stars.,59 product ratings
ipad,"Apple iPad 5th Gen 9.7"" 32GB 128GB Gray Silver WiFi or Cellular Unlocked Good","3,095,000.00 VND,4,209,285.71 VND",,
ipad,"Apple iPad 7th gen 2019, 32GB WiFi 9.7"" Touch ID GOLD GRAY SILVER - Good","4,282,142.86 VND",5.0 out of 5 stars.,144 product ratings
ipad,Apple iPad 2nd 3rd 4th Generation 16GB 32GB 64GB 128GB PICK:GB - Color *Grade B*,"1,666,428.57 VND,4,761,666.67 VND",,
ipad,"Apple iPad Air 4th Gen. 256GB, Wi-Fi, 10.9 in - Space Gray","5,130,952.38 VND",5.0 out of 5 stars.,52 product ratings
ipad,Brand New Sealed Apple iPad 10th Generation 2022 10.9 in 64GB WiFi AppleWarranty,"12,911,473.55 VND",,
ipad,"Apple iPad Pro 1st Gen. 64GB, Wi-Fi, 11 in - Space Gray","250,000.00 VND",5.0 out of 5 stars.,107 product ratings
ipad,Apple iPad 7th Gen WiFi 10.2in - 32GB 128GB - Gray Silver Gold - Bundle,"3,567,857.14 VND,4,282,142.86 VND",,
ipad,"Apple iPad Air 5th Gen. 10.9 in, 64GB, Wi-Fi A2588 - Blue","11,880,952.38 VND",4.5 out of 5 stars.,10 product ratings
ipad,"Apple iPad Air 2nd, Wi-Fi, 9.7in - 16GB 32GB 64GB - Gray Silver Gold - Grade C","1,901,190.48 VND,2,853,571.43 VND",,
ipad,Apple iPad 9th Gen 64GB Space Gray Wi-Fi (Latest Model) - GRADE A,"5,856,904.76 VND",,
ipad,Apple iPad Pro 11 Inch 3rd - 256GB - Silver (Unlocked) (Read Description) CD1037,"7,380,952.38 VND",5.0 out of 5 stars.,8 product ratings
ipad,"Acceptable Apple iPad Pro 9.7"" 32GB 128GB 256GB All Colors WiFi or Unlocked","2,847,380.95 VND,4,704,523.81 VND",,
ipad,"Apple iPad Air 2nd 16 32 64 128GB, WiFi, or Cellular Unlocked, Gray Silver Gold","2,377,380.95 VND,3,567,857.14 VND",5.0 out of 5 stars.,317 product ratings
ipad,"2022 Apple iPad 10th Gen 64/256GB WiFi 10.9"" Latest Model SHIPS SAME DAY!!!","10,833,333.33 VND,15,190,476.19 VND",,
ipad,Apple iPad Air 2 A1566 32GB Wi-Fi 9.7in Space Gray - MNV22LL/A,"1,904,523.81 VND",,
ipad,"Apple iPad 5th Gen A1822 2017  9.7"" - 32GB Wi-Fi - B Grade - MP2F2LL/A","2,499,761.90 VND",,
ipad,Apple iPad Air 2 A1567 (WiFi + Cellular Unlocked) 64GB Space Gray (Excellent),"3,333,333.33 VND",4.5 out of 5 stars.,296 product ratings
ipad,EXCELLENT -Apple iPad Pro 12.9 (2nd Gen) 256GB Wi-Fi- ACCESSORY BUNDLE!!!,"9,170,714.29 VND",,
ipad,"Apple iPad 5th Generation 32/128GB, Wi-Fi, 9.7in, ALL COLOURS GOOD USED","4,053,396.17 VND,4,353,669.98 VND",,
ipad,"Apple iPad 4 Wi Fi 32GB A1456 Black 9.7""","840,766.67 VND",,
ipad,"Apple iPad 4 (4th Gen) 16GB Wi-Fi Retina 9.7"" Black or White - Good","1,665,952.38 VND",,
ipad,"Apple iPad Air 2 16/32/64/128GB, Wi-Fi or 4G, 9.7in, All Colours, GOOD USED","2,702,164.02 VND,4,503,806.88 VND",,
ipad,Apple iPad 6 (6th Gen) - (2018 Model) - 32GB-128GB- Wi-Fi -Cellular - Excellent,"4,261,904.76 VND,4,738,095.24 VND",,
ipad,Shop on eBay,$20.00,,
ipad,"Apple iPad (5th Generation) 32GB, Wi-Fi, 9.7n - Space Gray Good Condition","2,190,476.19 VND",,
ipad,Apple iPad 2nd 3rd 4th Generation 16GB 32GB 64GB 128GB PICK:GB - Color *Grade B*,"1,666,428.57 VND,4,761,666.67 VND",,
ipad,Apple iPad 3rd Gen. 16/32/64G Wi-Fi + Cellular (Unlocked) 9.7in - ALL COLORS,"1,071,190.48 VND,1,309,285.71 VND",,
ipad,"Apple iPad Air 2 16/32/64/128GB, Wi-Fi or 4G, 9.7in, All Colours, GOOD USED","2,702,164.02 VND,4,503,806.88 VND",,
ipad,"Apple iPad Pro 12.9"" 5th Gen Wifi+Cellular 5G 12MP All Colors 128GB -","19,738,095.24 VND",,
ipad,"Apple iPad Pro 11"" 3rd Gen - WiFi Only - 128GB - All Colors -","15,452,380.95 VND",,
ipad,Apple iPad Pro 11-inch 256GB WiFi Cellular Cracked Screen - Fully Functional!!,"4,654,761.90 VND",,
ipad,"Apple iPad Air 4th Gen Wi-Fi, 10.9in - 64GB 256GB - Gray Silver Gold Green Blue","9,282,142.86 VND,11,425,000.00 VND",5.0 out of 5 stars.,12 product ratings
