model,title,price,rating,reviews
lamp,"Amazon Brand - Rivet Mid-Century Modern Curved Table Desk Lamp With LED Light Bulb, Brass/Walnut, 14.3 x 21.7 Inches","$86.30,$90.79",4.4 out of 5 stars,405
lamp,"Amazon Brand - Rivet Mid-Century Modern Curved Table Desk Lamp With LED Light Bulb, Brass/Walnut, 14.3 x 21.7 Inches",,,
lamp,,,4.4 out of 5 stars,405
lamp,,"$86.30,$90.79",,
lamp,,,,
lamp,,,,
lamp,,,,
lamp,"Amazon Basics Round Metal Base Table Lamp with LED Bulb - 5.5"" x 5.5"" x 10.5"", Brushed Nickel","$21.59,$23.75",4.3 out of 5 stars,224
lamp,,,,
lamp,"Amazon Basics Round Metal Base Table Lamp with LED Bulb - 5.5"" x 5.5"" x 10.5"", Brushed Nickel","$21.59,$23.75",4.3 out of 5 stars,224
lamp,"Amazon Basics Round Metal Base Table Lamp with LED Bulb - 5.5"" x 5.5"" x 10.5"", Brushed Nickel",,,
lamp,,,4.3 out of 5 stars,224
lamp,,"$21.59,$23.75",,
lamp,,,,
lamp,,,,
lamp,,,,
lamp,"Amazon Brand – Stone & Beam Industrial Round Concrete Table Desk Lamp with Light Bulb and Beige Shade, 16""H",$77.65,4.0 out of 5 stars,387
lamp,,,,
lamp,"Amazon Brand – Stone & Beam Industrial Round Concrete Table Desk Lamp with Light Bulb and Beige Shade, 16""H",$77.65,4.0 out of 5 stars,387
lamp,"Amazon Brand – Stone & Beam Industrial Round Concrete Table Desk Lamp with Light Bulb and Beige Shade, 16""H",,,
lamp,,,4.0 out of 5 stars,387
lamp,,$77.65,,
lamp,,,,
lamp,,,,
lamp,,,,
lamp,"Amazon Basics Floor Standing Lamp with LED Bulb - 13.7"" x 13.7"" x 56.8"",Metal, White Shade","$43.03,$57.84",4.5 out of 5 stars,154
lamp,,,,
lamp,"Amazon Basics Floor Standing Lamp with LED Bulb - 13.7"" x 13.7"" x 56.8"",Metal, White Shade","$43.03,$57.84",4.5 out of 5 stars,154
lamp,"Amazon Basics Floor Standing Lamp with LED Bulb - 13.7"" x 13.7"" x 56.8"",Metal, White Shade",,,
lamp,,,4.5 out of 5 stars,154
lamp,,"$43.03,$57.84",,
lamp,,,,
lamp,,,,
lamp,"Elegant Designs LF2002-RBZ 3 Light Floor Lamp with Scalloped Glass Shades, Restoration Bronze/Champagne","$36.70,$69.99",4.4 out of 5 stars,"5,089"
lamp,,,,
lamp,"Elegant Designs LF2002-RBZ 3 Light Floor Lamp with Scalloped Glass Shades, Restoration Bronze/Champagne","$36.70,$69.99",4.4 out of 5 stars,"5,089"
lamp,"Elegant Designs LF2002-RBZ 3 Light Floor Lamp with Scalloped Glass Shades, Restoration Bronze/Champagne",,,
lamp,,,4.4 out of 5 stars,"5,089"
lamp,,"$36.70,$69.99",,
lamp,,,,
lamp,,,,
lamp,,,,
lamp,,,,
lamp,,,,
lamp,,,,
lamp,"Simple Designs LT2066-GOG Down to the Wire Fabric Shade Table Lamp, Gray/Gray","$12.24,$19.99",4.3 out of 5 stars,"3,554"
lamp,,,,
lamp,"Simple Designs LT2066-GOG Down to the Wire Fabric Shade Table Lamp, Gray/Gray","$12.24,$19.99",4.3 out of 5 stars,"3,554"
lamp,"Simple Designs LT2066-GOG Down to the Wire Fabric Shade Table Lamp, Gray/Gray",,,
lamp,,,4.3 out of 5 stars,"3,554"
lamp,,"$12.24,$19.99",,
lamp,,,,
lamp,,,,
lamp,,,,
lamp,,,,
lamp,,,,
lamp,,,,
lamp,"Simple Designs LT2008-ORG Mini Ceramic Globe Table Lamp, Orange","$9.32,$19.99",4.0 out of 5 stars,711
lamp,,,,
lamp,"Simple Designs LT2008-ORG Mini Ceramic Globe Table Lamp, Orange","$9.32,$19.99",4.0 out of 5 stars,711
lamp,"Simple Designs LT2008-ORG Mini Ceramic Globe Table Lamp, Orange",,,
lamp,,,4.0 out of 5 stars,711
lamp,,"$9.32,$19.99",,
lamp,,,,
lamp,,,,
lamp,,,,
lamp,Generic Raven Decor Crow Lamp Bird Desk Lamp Creative Animal Styling Light Bedroom Bedside Wall Sconce lamp Light Decoration - Black Table lamp,"$22.69,$31.00",3.7 out of 5 stars,39
lamp,,,,
lamp,Generic Raven Decor Crow Lamp Bird Desk Lamp Creative Animal Styling Light Bedroom Bedside Wall Sconce lamp Light Decoration - Black Table lamp,"$22.69,$31.00",3.7 out of 5 stars,39
lamp,Generic Raven Decor Crow Lamp Bird Desk Lamp Creative Animal Styling Light Bedroom Bedside Wall Sconce lamp Light Decoration - Black Table lamp,,,
lamp,,,3.7 out of 5 stars,39
lamp,,"$22.69,$31.00",,
lamp,,,,
lamp,,,,
lamp,,,,
lamp,,,,
