model,title,price,rating,reviews
pencil,Double-head Cream Eye Shadow Pen Eyeshadow Pencil Shimmer Eyeshadow Stick //,"57,990.12 VND",,
pencil,Eyebrow Microblading Pen Waterproof 3D Tattoo Liquid Ink 4 Fork Brow Pencil,"113,803.79 VND",,
pencil,DAVIS Liquid Eyeliner Pencil Eye Liner Gel Pens Long Lasting Waterpoof Makeup,"58,553.40 VND,85,578.05 VND",,
pencil,Black/Brown Liquid Eyeliner Pencil Long Lasting Waterproof Eye Liner Pen Makeup,"39,523.81 VND",,
pencil,Waterproof Eyebrow Pencil Eye Eyeliner Pen With Pencil Sharpe S9P6,"36,302.76 VND,38,817.24 VND",,
pencil,5 Colors Eyebrow Cosmetics Pencil Waterproof Double Head Eye Brow Tattoo Pen AU,"31,273.81 VND",,
pencil,1 x IHA ALUM PENCIL STICK STYPTIC PEN ASTRINGENT CUT NICK BLOOD STOP AFTER SHAVE,"78,420.24 VND",,
pencil,"Lilyz Eyebrow Pencil, Waterproof Retractable Twist Up, Eye Brow Liner - Vegan","97,589.00 VND",,
pencil,DNM Colorful Liquid Eyeliner Eye Liner Pen Long Lasting Eyes Makeup Waterproof,"59,454.21 VND,103,594.48 VND",,
pencil,"Derwent ""Watercolour"" Premium Coloured Pencil Singles - Choose From 72 Colours","55,789.95 VND",,
pencil,"Maybelline Brow Ultra Slim 1.5mm Defining Pencil, You Choose","237,857.14 VND",5.0 out of 5 stars.,2 product ratings
pencil,"TRACER Deep Hole Carpenters Pencil, Refill Graphite/Coloured Leads,Or Marker Pen","112,602.69 VND,659,101.00 VND",,
pencil,Stylus Pen For Samsung Galaxy Note10 Plus 10 Lite SPen Pencil BEST,"75,238.10 VND,75,476.19 VND",,
pencil,Colorful Liquid Eyeliner Pencil Eye Liner Gel Pens Long Lasting Waterpoof Makeup,"23,571.43 VND,52,142.86 VND",,
pencil,3D Microblading Tattoo Eyebrow Ink Pen Long Lasting Waterproof Fork Pencil Brow,"66,904.76 VND",,
pencil,New Waterproof Felt Tip Pen Precision Liquid Black Eye Liner Pencil MakeUp UK  ,"29,727.12 VND",,
pencil,Pencil Cap Replacement Magnetic Protective Case Cap For Pencil Ipad -NEW,"39,445.83 VND,52,332.55 VND",,
pencil,1 Set Waterproof Lip Liner Lipstick Long Lasting Matte Lipliner Pencil Pen 6Pcs,"67,105.07 VND",,
pencil,Maybelline Tattoo Brow Micro Pen Tint Eyebrow Eyes Medium Brown 120,"151,638.29 VND",3.0 out of 5 stars.,22 product ratings
pencil,Eye Lip PENCIL Eyeliner Pen Waterproof Long Lasting Eye Liner Brighten Eyebrow,"78,371.45 VND",,
pencil,0.01MM Ultra Thin Head Tattoo Liquid Eyebrow Pencil Fine EyeLiner Pen,"124,913.90 VND",,
pencil,Clutch Pencil Graphite Lead 5.6mm Refill Charcoal Chalk KOH-I-NOOR Gioconda,"207,188.93 VND,306,279.29 VND",,
pencil,Waterproof Cosmetic Tool Makeup Eye Brow Pen Eyebrow Liner Pencil With Brush,"33,631.12 VND",,
pencil,1st Generation Stylus Pencil for Apple iPad iPhone and other Cell Phones Tablets,"271,428.57 VND",,
pencil,Shop on eBay,$20.00,,
pencil,1st Generation Stylus Pencil for Apple iPad iPhone and other Cell Phones Tablets,"271,428.57 VND",,
pencil,Beauty Waterproof Eyeliner Liquid Eye Liner Pen Pencil Makeup Cosmetic,"60,355.02 VND,76,569.81 VND",,
pencil,Waterproof Eyebrow Pencil Eye Brow Eyeliner Pen With Brush Makeup Cosmetic Tool,"49,032.29 VND",,
pencil,Capacitive Pen Screen Stylus Pencil For Tablet iPad Phone PC D1F6,"25,952.38 VND,27,857.14 VND",,
pencil,Maybelline Tattoo Brow Micro Pen Tint Eyebrow Eyes Medium Brown 120,"151,638.29 VND",3.0 out of 5 stars.,22 product ratings
pencil,Eye Lip PENCIL Eyeliner Pen Waterproof Long Lasting Eye Liner Brighten Eyebrow,"78,371.45 VND",,
pencil,"VOID Homme Beard Filler Pencil for Men - Beard Pen, Beard Filler for Full Beards","299,973.55 VND",,
pencil,WOMENS PLAIN BODYCON STRETCH SHORT MINI OFFICE PENCIL LADIES SKIRT SIZE 8-22,"209,891.40 VND",,
pencil,BRAND NEW Merle Norman Lip Pencil Plus Makeup CHOOSE COLOR FAST SHIPPING,"617,857.14 VND",,
pencil,Black Metal 2.0 Mechanical Pencil Set With Case Drafting Lead Holder Adult NEW,"398,333.33 VND",,
pencil,NYX PROFESSIONAL MAKEUP Slim Lip Pencil Long-Lasting Creamy Lip Liner Pencil,"178,333.33 VND",,
pencil,Essence Longlasting Eye Pencil 18h Waterproof Retractable Twist Up Eyeliner,"134,822.95 VND",,
pencil,Curtain Heading Header Tape Pencil Pleat 3 inch or 1 inch Wide 1m to 10m Long ,"29,727.12 VND,232,712.21 VND",,
pencil,Waterproof Ultra Thin Tip Eye Brow Eyebrow Pen Pencil W/ Brush Makeup Tool UK,"88,280.50 VND",,
pencil,Eyeliner Pen Eyebrow Pencil Brow Definer Cosmetic Makeup Set Lasting Eyeliner,"39,445.83 VND,110,479.81 VND",,
pencil,Automatic Waterproof Long-Lasting Eyebrow Pencil Liner Eye Brow Powder Pen New,"59,754.48 VND,71,765.45 VND",,
pencil,Makeup 6/12Pack Eyebrow Pencil Davis Eye&Lip Liner colour 003 & 018 & 01,"180,164.29 VND,360,328.57 VND",,
pencil,Beauty Waterproof Eyeliner Liquid Eye Liner Pen Pencil Makeup Cosmetic 6 colors,"96,387.90 VND",,
pencil,Waterproof Eyeliner Liquid Eye Liner Pen Pencil Makeup Beauty Cosmetic,"49,523.81 VND",,
pencil,Microblading Tattoo Eyebrow pencil liquid Ink waterproof 4 fork pencil brow ,"89,781.88 VND",,
pencil,Pair Ready Made Thick Thermal Blackout Curtains Eyelet Ring Top or Pencil Pleat,"360,028.31 VND,1,200,794.98 VND",,
pencil,New 14 PCS Pack of Professional Lipliner Waterproof Lip Liner Pencil 15CM SN,"55,004.17 VND,140,653.52 VND",,
pencil,New Waterproof Ultra Thin Tip Eye Brow Eyebrow Pen Pencil With Brush Makeup Tool,"105,396.12 VND",,
pencil,"W7 Lip Liner Pencil, Twister Soft Retractable Crayon Brown Nude Pink Red Neutral","58,553.40 VND,100,591.74 VND",,
pencil,Maybelline Tattoo Brow Semi Permanent 36H Eyebrow Pencil Shade 03 Soft Brown ,"143,831.17 VND",,
pencil,MUA Aurban Brow Define Micro Eyebrow Pencil Liner Definition Spooly Brush Vegan,"59,754.48 VND",,
pencil,S Pen Stylus Pen For Samsung Galaxy Note10 Plus 10 Lite SPen Pencil NICE BEST,"75,238.10 VND,79,523.81 VND",,
pencil,7 Colours Double Head Liquid Eyeliner Pen Winged Eye Liner Pencil Stamp Makeup,"57,990.12 VND",,
pencil,Beauty Colorful Waterproof Eyeliner Liquid Eye Liner Pen Pencil Makeup Cosmetic~,"42,619.05 VND",,
pencil,Waterproof Eye Brow Eyeliner Eyebrow Pen Pencil Brow Tattoo Tint Brush Makeup μ,"63,809.52 VND",,
pencil,Microblading Tattoo Eyebrow 3D liquid Ink Pen Waterproof 4 Fork Pencil Brow AU,"43,846.19 VND,59,561.67 VND",,
pencil,Waterproof Microblading Eye Brow Eyeliner Eyebrow Pen Pencil Brush Makeup Tools^,"47,380.95 VND",,
pencil,Black Winged wing Eyeliner Stamp Waterproof Eye Liner Pencil Liquid,"86,779.14 VND",,
pencil,NYX Precision Brow Pencil - 100% Genuine BRAND NEW Sealed - choose shade,"224,905.10 VND",,
pencil,7pc Waterproof Eyeshadow Shimmer Stick Eyeliner Pen Lasting Effect Makeup Pencil,"209,891.40 VND",,
pencil,"Eyeliner Pencil Heykomi Non-Smudging,Heykomi Makeup,Waterproof And Long-Lasting","95,000.00 VND,142,619.05 VND",,
pencil,Womens Stretch Denim Skirt Ladies Cotton Knee Length Pencil Jeans Skirt 10-22,"600,247.33 VND",,
pencil,VINTAGE PENTEL 0.3mm P203 MECHANICAL PENCIL BROWN BARREL Pack of 12 chrome trim,"1,190,238.10 VND",,
pencil,Silicone Sleeve For Apple Pencil 1/2 Gen Protective Case Soft Cover Grip Holder^,"34,761.90 VND",,
pencil,Black 3D Eyebrow Liquid Ink Pen Microblading Tattoo Pencil Brow Waterproof Fork❤,"84,076.67 VND",4.0 out of 5 stars.,22 product ratings
pencil,15 HB Pencils - Pencil With Eraser Rubber Tip School Stationery Kids Learning,"44,740.79 VND",,
pencil,Eye Shadow Stick Highlight Pencil Waterproof Matte Pearlescent Eyeshadow Pen♡,"70,952.38 VND",,
pencil,2 Pencil Sharpener UK SELLER SALE High Quality School Stationery Drawing NEW ,"56,451.48 VND",,
pencil,12 Colors Lip Liner 36H Pencil Set Matte Long Lasting Smooth Waterproof Women,"110,801.05 VND",,
pencil,Plastic Pencil Sharpener Kids Single Hole For School Home Office Free Delivery,"43,539.71 VND,2,400,689.12 VND",,
pencil,Eyebrow Pencil Eye Brow Eyeliner Pen With Pencil Sharpener Long O8W0,"34,761.90 VND,38,095.24 VND",,
pencil,Lip Liner Pencil 12Pcs  Professional Matte Waterproof Lip Long lasting Easy Use,"119,809.26 VND",,
pencil,Plastic Plant Labels Pot Tags Garden Marker T Shape & Straight Labels & Pencil,"29,727.12 VND,3,261,874.38 VND",,
pencil,ESSENCE Eyeliner & Kajal Long Lasting Eye Pencil 18 Hour Hold Waterproof,"137,825.69 VND,148,635.55 VND",,
pencil,MultiColors Eyeliner Matte Long Lasting Eye Liner Pen Eye Makeup Shadow Eyeliner,"35,988.45 VND,75,277.14 VND",,
pencil,Pencil Stylus For Apple iPad / iPhone / Samsung Galaxy Tablet / Tablet / Phone,"320,000.00 VND",,
pencil,Microblading Waterproof Tint My Brow 4Tip Long Lasting Eyebrow Tattoo Pen Pencil,"104,826.88 VND",,
pencil,Lipstick Pen Waterproof Pencil Long Lasting Highly Pigmented Matte Non Stick Lip,"23,416.07 VND",,
pencil,Four Prong Beard Filler Pencil Waterproof Moustache Shaping Coloring Pen,"95,787.36 VND",,
pencil,"2022 Apple iPad 10th Gen 64/256GB WiFi 10.9"" latest model","10,928,571.43 VND,15,214,285.71 VND",5.0 out of 5 stars.,2 product ratings
pencil,NYX Eyebrow Powder Pencil and Brush,"179,864.02 VND",,
pencil,Colorful Eyeliner Pencil Liquid Eye Liner Brow Pen Glitter Waterproof Makeup,"35,359.83 VND",,
pencil,Office Stationary Painting Supplies Pencil,"48,095.24 VND",,
pencil,4 Heads Microblading Makeup Eyebrow Tattoo Pen Fork Tip Eye Brow Pencil Ink Pen*,"44,761.90 VND",,
pencil,Waterproof Microblading Eye Brow Eyeliner Eyebrow Pen Pencil Brush Makeup Tools,"32,142.86 VND",,
